GRMSE,GMAE,GSMAPE,GMAPE
543.0484196797898,312.78273588704184,7.166939591158075,7.409203065941811
552.6764749442566,321.83917842139846,7.281958921316617,7.596769894055268
539.784914719138,320.48971204380416,7.325128322532394,7.63628337531367
529.4442313417422,319.40866096347884,7.356464353087437,7.6950790499288235
523.7938492165916,318.1863824881785,7.426110438833444,8.079647244227276
614.0605022659195,387.72360220370297,8.900317801001616,10.04128448493374
